의약품코드,제품명,제조사,효능,복용법,주의사항,보관법,
199900511,대웅이부펜시럽(이부프로펜)(수출명:SOTSTOPsyrup),(주)대웅제약,이 약은 류마티양 관절염/ 연소성 류마티양 관절염/ 골관절염(퇴행성 관절질환)/ 감기로 인한 발열 및 동통/ 요통/ 월경곤란증/ 수술후 동통과 강직성 척추염/ 두통/ 치통/ 근육통/ 신경통/ 급성통풍/ 건선성 관절염/ 연조직손상(염좌/ 좌상)/ 비관절 류마티스질환(건염/ 건초염/ 활액낭염)에 사용합니다.,11~14세는 1회 200~250 mg (10~13 mL)/ 7~10세는 1회 150~200 mg (8~10 mL)/ 3~6세는 1회 100~150 mg (5~8 mL)/ 1~ 2세는 1회 50~100 mg (3~5 mL)을 1일 3~4회 복용합니다.체중이 30 kg 미만인 어린이는 1일량이 500 mg (25 mL)을 초과해서는 안되며 공복시 투여는 피하는 것이 바람직합니다.,이 약에 과민증 환자/ 위장관궤양/ 위장관출혈/ 심한 혈액이상/ 심한 간장애/ 심한 신장장애/ 심한 심장기능부전/ 심한 고혈압/ 기관지천식/ 아스피린 또는 다른 소염진통제에 의한 천식/ 두드러기/ 알레르기 반응 경험 환자/ 심장동맥 우회로술 전후 통증발생 환자/ 임신 말기 3개월 기간의 임부/ 수유부/ 항암요법으로 고용량 메토트렉세이트를 투여 중인 환자/ 갈락토오스 불내성/ Lapp 유당분해효소 결핍증 또는 포도당-갈락토오스 흡수장애 등의 유전적인 문제가 있는 환자는 이 약을 복용하지 마십시오.권장용량을 초과하여 복용하지 마십시오.이 약을 복용하기 전에 혈액이상/ 출혈경향 환자/ 간경화/ 간장애/ 신장장애/ 심장기능부전/ 심질환/ 고혈압/ 전신홍반루푸스/ 혼합결합조직질환/ 궤양성대장염/ 크론병/ 노인/ 만 2세 미만의 소아/ 임부/?수두 환자는 의사 또는 약사와 상의하십시오.감기에 복용할 경우에는 원칙적으로 5일 이내로 복용하며 의사 또는 약사의 지시 없이 통증에 10일 이상(성인) 또는 5일 이상(소아) 복용하지 않고 발열에 3일 이상 복용하지 않습니다.,빛을 피해 실온에서 보관하십시오.어린이의 손이 닿지 않는 곳에 보관하십시오.,
199501234,대원알마게이트정,대원제약(주),이 약은 위·십이지장궤양/ 위염/ 위산과다/ 속쓰림/ 구역/ 구토/ 위통/ 신트림의 제산작용 및 증상의 개선에 사용합니다.,성인 및 12세 이상의 소아는 1회 2정(1 g)을 1일 3회 식후 30분~1시간에 씹어서 복용합니다.필요시 취침 전에 1회 더 복용할 수 있습니다.,이 약에 과민증 환자/?알츠하이머병/ 치질/ 체액저류(부기)/ 임신중독증/ 설사/ 진단되지 않은 소화기관출혈 환자는?이 약을?복용하지 마십시오.이 약을 복용하기 전에?신장애/?신체 허약자/ 인 함량이 낮은 식이요법 실시자/ 소화흡수장애가 있는 사람/?고령자/?혈액구토 또는 흑색대변 등과 같은 소화기관출혈 증상이 있는 환자/ 임부 또는 임신하고 있을 가능성이 있는 여성 및 수유부는?의사 또는 약사와 상담하십시오.정해진 용법과 용량을 잘 지키십시오.어린이에게 투여할 경우 보호자의 지도 감독하에 투여하십시오.2주정도 복용하여도 증상의 개선이 없을 경우 복용을 즉각 중지하고 의사 또는 약사와 상의하십시오.,습기와 빛을 피해 실온에서 보관하십시오.어린이의 손이 닿지 않는 곳에 보관하십시오.,
200300245,대한관류용멸균생리식염수,대한약품공업(주),이 약은 관주 및 세정제로 사용합니다.,관류액으로 사용 시에는 의사의 지시에 따라 적량 사용합니다.,이 약을 사용하기 전에 중증 심부전/ 신부전 환자는 의사 또는 약사와 상의하십시오.이 약은 국소적으로 사용하여야 하며 비경구적 주사제로 사용하지 마십시오.전신적인 흡수가 일어날 경우에는 사용하지 마십시오.부유물질이 있거나 용기가 훼손되었을 때는 사용하지 마십시오.관류로 사용할 때는 새로 개봉한 것을 사용하고 잔액은 재사용하지 마십시오.,실온에서 보관하십시오.,
200200304,대한관류용멸균증류수,대한약품공업(주),이 약은 체강?조직/ 상처/ 요도?카테터/ 외과 배농관의 세척시 관류/ 외과용 붕대/ 기구/ 실험실 표본의 세정/ 헹굼/ 담금/ 약품조제나 정맥내 투여되지 않는 영양 혼합제의 조제시 희석 또는 용해제에 사용합니다.,관류로 사용 시는 의사의 지시에 따라 적량 사용합니다.세정/ 헹굼/ 희석/ 용해제로 적량 사용합니다.,이 약은 국소적으로 사용하여야 하며 비경구적 주사제로 사용하지 마십시오.이 약은 저장액으로 용혈을 일으킬 수 있으므로 외과적 수술시의 사용은 바람직하지 않습니다.이 약을 사용하기 전에 중증 심부전/ 신부전 환자는 의사 또는 약사와 상의하십시오.부유물질이 있거나 용기가 훼손되었을 때는 사용하지 마십시오.관류로 사용할 때는 새로 개봉한 것을 사용하고 잔액은 재사용하지 마십시오.,실온에서 보관하십시오.,
201606577,대화산화마그네슘정,대화제약(주),이 약은 위.십이지장궤양/ 위염/ 위산과다의 제산작용 및 증상의 개선과?변비증에 사용합니다.,위.십이지장궤양/ 위염/ 위산과다에는 1일 2~4정(0.5~1 g)을 수회(여러 차례) 분할 복용/ 변비증에는 1일 8정(2 g)을 1~2회 분할 복용합니다.다만/ 초회는 최소량을 복용하고 변의 모양과 상태를 보면서 조금씩 증량 또는 감량합니다.,신장애/ 설사 환자는 이 약을 복용하지 마십시오.이 약을 복용하기 전에 심기능장애/ 고마그네슘혈증 환자/ 만 65세 이상 고령자는 의사 또는 약사와 상의하십시오.,습기를 피해 실온에서 보관하십시오.,
199601837,대화아시클로버크림,대화제약(주),이 약은 단순포진(물집) 바이러스 감염증(초기 및 재발성 생식기 포진(물집)과 구순포진(물집) 포함)에 사용합니다.,약 4시간 간격으로 1일 5회 환부(질환 부위)에 바릅니다.치료는 5일간 계속하여야 하며/ 5일간 사용 후에도 치료되지 않을 경우에는 5일간 더 사용할 수 있습니다.,이 약에 과민증 환자/?수유부/ 소아는 이 약을 사용하지 마십시오.이 약을 사용하기 전에?에이즈 또는 골수이식 등 면역결핍 환자/?임부 또는 임신하고 있을 가능성이 있는 여성/ 소아는 의사 또는 약사와 상의하십시오.치료는 가능한 한 초기에 시작하고/ 재발성인 경우에는 전구증상 또는 병소가 처음 나타날 때 시작하십시오.정해진 용법과 용량을 잘 지키십시오.이 약은 타인으로의 감염이나 재발성 단순포진(물집) 감염증의 예방 목적으로 사용하지 마십시오.이 약물을 희석하거나 다른 약물을 혼합하기 위한 기제로 사용하지 마십시오.이 약은 외용으로만 사용하십시오.안과용으로 각막/ 점막에 사용하지 마십시오.이 약이 신체의 다른 부위로 퍼지거나 타인에게 감염시키는 것을 방지하기 위해 골무나 고무장갑을 낀 상태에서 바르십시오.,실온에서 보관하십시오.,
198801657,대화이부프로펜정400밀리그램(수출명:UPRO400/IBUFEN),대화제약(주),이 약은 류마티양 관절염/ 연소성 류마티양 관절염/ 골관절염(퇴행성 관절질환)/ 감기로 인한 발열 및 동통/ 요통/ 월경곤란증/ 수술후 동통과 강직성 척추염/ 두통/ 치통/ 근육통/ 신경통/ 급성통풍/ 건선성 관절염/ 연조직손상(염좌/ 좌상)/ 비관절 류마티스질환(건염/ 건초염/ 활액낭염)에 사용합니다.,류마티양 관절염/ 골관절염/ 강직성 척추염/ 연조직손상/ 비관절 류마티스질환/ 급성통풍/ 건선성 관절염에 성인은 1회 1/2정~1.5정(200~600 mg)/ 1일 3~4회 복용하며 1일 최고 3200 mg까지 복용할 수 있습니다.?연소성 류마티양 관절염에는 1일 체중 kg당 30-40 mg을 3~4회 분할하여 복용하며/ 경증 및 중등도의 동통이나 감기에는 성인 1회 1/2정~1정(200~400 mg)/ 1일 3~4회 복용합니다.11~14세는 1회 200~250 mg/ 7~10세는 1회 150~-200 mg/ 3~6세는 1회 100~150 mg/ 1~ 2세는 1회 50~100 mg을 1일 3~4회 경구투여합니다.체중이 30 kg 미만인 어린이는 1일량이 500 mg을 초과해서는 안되며 공복시 복용은 피하는 것이 바람직합니다.권장용량을 초과하여 복용하지 마십시오.,이 약에 과민증 환자/ 위장관궤양/ 위장관 출혈 또는 경험자/ 심한 혈액이상/ 심한 간장애/ 심한 신장장애/ 심한 심장기능부전/ 심한 고혈압/ 기관지천식 또는 경험자/ 아스피린이나 다른 비스테로이드성 소염진통제(COX-2 저해제 포함)에 천식/ 두드러기/ 알레르기 반응과 같은 과민 증 또는 경험자/ 관상동맥(심장동맥) 우회로술 전후 통증발생 환자/ 임신 말기 3개월 기간에 해당하는 임부/ 항암요법으로 고용량 메토트렉세이트를 복용중인 환자/?갈락토오스 불내성/ Lapp 유당분해효소 결핍증 또는 포도당-갈락토오스 흡수장애 등의 유전적인 문제가 있는 환자는 이 약을 복용하지 마십시오.이 약을 복용하기 전에 혈액이상 또는 경험자/ 출혈경향이 있는 환자/ 간경화/ 간장애 또는 경험자/ 신장장애 또는 경험자/ 심장기능부전 또는 심질환/ 고혈압/ 전신성홍반성루푸스 및 혼합 결합조직질환 환자/ 궤양성대장염/ 크론병/ 고령자 및 소아/ 임부/ 수유부/ 황색5호 과민증 환자는 의사 또는 약사와 상의하십시오.,어린이의 손이 닿지 않는 곳에 보관하십시오.,
200303274,댄스탑외용액(케토코나졸),주식회사제뉴원사이언스,이 약은 효모균에 의한 다음의 피부질환(비듬/ 지루피부염/ 어루러기)에 사용합니다.,감염 부위(몸통/ 얼굴/ 두피/ 머리카락)에 이 약을 바르고 일반 샴푸처럼 3~5분간 적용한 후에 헹구어 냅니다.치료기간은 비듬 및 지루피부염 치료 시 1주 2회/ 2~4주/ 재발 방지 시 1~2주마다 1회 적용하고/ 어루러기 치료시 1일 1회/ 최대 5일/ 재발방지 시 일광에 노출하기 전 단일 요법으로 1일 1회/ 최대 3일간 적용합니다.,이?약에 과민증 환자/ 상처 또는 염증이 있는 두피 및 심한 미란(짓무름) 부위에는?이 약을 사용하지 마십시오.이 약을 사용하기 전에 임부 또는 임신하고 있을 가능성이 있는 여성 및 수유부/ 소아/ 프로필렌글리콜에 과민증 환자 또는 경험자는 의사 또는 약사와 상의하십시오.이 약은 외용으로만 사용하십시오.이 약은 안과용으로 사용하지 않고/ 눈에 닿지 않도록 주의하여 적용하며/ 실수로 눈에 들어갔을 경우 충분한 양의 물로 완전히 씻어내십시오.,습기와 빛을 피해 실온에서 보관하십시오.어린이의 손이 닿지 않는 곳에 보관하십시오.,
201209010,더가드코와정장정,한국코와(주),이 약은 정장/ 변비/ 묽은 변/ 위부ㆍ복부팽만감/ 소화불량/ 체함/ 식욕부진/ 과식/ 구역/ 구토/ 속쓰림에 사용합니다.,15세 이상 및 성인은 1회 3정씩/ 8세 이상 15세 미만은 1회 2정씩 1일 3회 식후 물 또는 온수와 함께 복용합니다.,8세 미만의 소아/ 갈락토오스 불내성/ Lapp 유당분해효소 결핍증 또는 포도당-갈락토오스 흡수장애 등의 유전적인 문제가 있는 환자는 이 약을 복용하지 마십시오.이 약을 복용하기 전에 신장장애 환자는 의사 또는 약사와 상의하십시오.어린이에게 투여할 경우 보호자의 지도 감독하에 투여하십시오.정해진 용법과 용량을 잘 지키십시오.2주 정도 복용하여도 증상의 개선이 없을 경우 복용을 즉각 중지하고 의사 또는 약사와 상의하십시오.,습기와 빛을 피해 실온에서 보관하십시오.어린이의 손이 닿지 않는 곳에 보관하십시오.,
201901973,더게인정,(주)바이넥스,이 약은 아연의 보급에 사용합니다.,만 12세 이상 청소년 및 성인은 1회 1정씩/ 1일 1회 복용합니다.,이 약에 과민증 환자/?만 12개월 미만의 젖먹이/?갈락토오스 불내성/ Lapp 유당분해효소 결핍증 또는 포도당-갈락토오스 흡수장애 등의 유전적인 문제가 있는 환자는 이 약을 복용하지 마십시오.이 약을 복용하기 전에?심장ㆍ순환기계기능 장애/ 신장장애/ 저단백혈증 환자는 의사 또는 약사와 상의하십시오.정해진 용법과 용량을 잘 지키십시오.,습기와 빛을 피해 실온에서 보관하십시오.어린이의 손이 닿지 않는 곳에 보관하십시오.,
201901619,더마굿크림,구주제약(주),이 약은 2차 감염된 알레르기성 또는 염증성 피부질환 (습진/ 접촉피부염/ 지루피부염/ 아토피피부염/ 광피부염/ 만성단순태선/ 간찰진(피부스침증)/ 박탈피부염/ 가려움/ 건선(마른비늘증))/ 1도 화상에 사용합니다.,1일 1~3회 환부(질환분위)에 적당량을 바릅니다.,이 약에 과민증 환자/ 스트렙토마이신/ 카나마이신/ 겐타마이신/ 네오마이신 등 아미노글리코사이드계 항생물질 또는 바시트라신에 과민증 또는 경험자/ 피부감염증(결핵/ 매독/ 칸디다증/ 백선/ 대상포진(물집)/ 단순포진(물집)/ 수두/ 종두증/ 옴/ 사면발이)/ 고막천공(뚫림)이 있는 습진성 외이도(바깥귀길)염/ 궤양(베체트병 제외)/ 제2도 심재성(드러나지 않는) 이상의 화상 및 동상/ 입주위피부염/ 보통여드름/ 주사(딸기코) 환자는 이 약을 사용하지 마십시오.이 약을 사용하기 전에?임부 또는 임신하고 있을 가능성이 있는 여성 및 수유부/ 유ㆍ소아는 의사 또는 약사와 상의하십시오.정해진 용법과 용량을 잘 지키십시오.어린이에게 투여할 경우 보호자의 지도 감독하에 투여하십시오.안(눈)과용으로 사용하지 마십시오.화장이나 면도 후?치료 이외의 목적으로 사용하지 마십시오.의사의 감독 없이 밀봉붕대법을 사용하지 마십시오.,실온에서 보관하십시오.어린이의 손이 닿지 않는 곳에 보관하십시오.,
