"기관ID","주소","비고","간이약도","기관명","대표전화1","진료시간(월요일)C","진료시간(화요일)C","진료시간(수요일)C","진료시간(목요일)C","진료시간(금요일)C","진료시간(토요일)C","진료시간(일요일)C","진료시간(공휴일)C","진료시간(월요일)S","진료시간(화요일)S","진료시간(수요일)S","진료시간(목요일)S","진료시간(금요일)S","진료시간(토요일)S","진료시간(일요일)S","진료시간(공휴일)S","우편번호1","우편번호2","병원경도","병원위도","작업일시"
"C1103522","서울특별시 관악구 관악로 268","대표번호1 지역번호 추가20170118150453","중곡역2번출구전방5분거리","광주약국","02-884-2000","2200","2200","2200","2200","2200","2200","2200","1300","0900","0900","0900","0900","0900","0900","0900","0900","087","33","126.95828338287998","37.488030755014556","2021-08-20 17:21:45.0"
"C1102943","서울특별시 중구 퇴계로 45 (남창동)","대표번호1 지역번호 추가20170118150453","중곡역2번출구전방5분거리","광주참약국","02-756-3609","2100","2500","2100","2500","2100","2100","2500","1300","0800","0800","0800","0800","0800","0800","2200","0900","045","29","126.97832431036257","37.5580322138886","2021-08-20 17:21:45.0"
"C1103276","서울특별시 광진구 자양로 43  (자양동)","대표번호1 지역번호 추가20170118150453","구의역4번출구잠실대교방향300m","광진백화점약국","02-457-7873","1800","1800","1800","1800","1800","1300","2500","1300","0900","0900","0900","0900","0900","0900","2200","0900","051","03","127.0853421352004","37.531631606372414","2021-08-20 17:21:45.0"
"C1102946","서울특별시 중구 다산로27길 6-14 (신당동)","대표번호1 지역번호 추가20170118150453","구의역4번출구잠실대교방향300m","광진약국","02-2237-5296","2000","2000","2000","2000","2000","1600","2500","1300","0830","0830","0830","0830","0830","0830","2200","0900","046","08","127.01326021319974","37.55997240479462","2021-08-20 17:21:45.0"
"C1101962","서울특별시 광진구 아차산로69길 8","대표번호1 지역번호 추가20170118150453","구의역4번출구잠실대교방향300m","광진온누리약국","02-457-8377","1900","1900","1900","1900","1900","1400","2500","1300","0830","0830","0830","0830","0830","0830","2200","0900","049","83","127.0985162077","37.5425067524","2021-08-20 17:21:45.0"
"C1101967","서울특별시 광진구 면목로 113-1 1층 (중곡동)","대표번호1 지역번호 추가20170118150453","구의역4번출구잠실대교방향300m","광진프라자약국","02-466-0652","1900","1900","1900","1900","1900","1400","2500","1300","0900","0900","0900","0900","0900","0900","2200","0900","049","11","127.07997732645207","37.56390324244855","2021-08-20 17:21:45.0"
"C1101968","서울특별시 광진구 능동로 298","대표번호1 지역번호 추가20170118150453","구의역4번출구잠실대교방향300m","광해약국","02-447-8188","2000","2000","2000","2000","2000","1900","2500","1700","0930","0930","0930","0930","0930","0930","2200","1000","049","85","127.07937152628584","37.55627602005253","2021-08-20 17:21:45.0"
"C1101915","서울특별시 성북구 장월로 88-1 (장위동)","대표번호1 지역번호 추가20170118150453","구의역4번출구잠실대교방향300m","광혜당약국","02-942-5199","1800","1800","1800","1800","1800","1300","2500","1700","0900","0900","0900","0900","0900","0900","2200","1000","027","67","127.04910578512803","37.6138134746107","2021-08-20 17:21:45.0"
"C1101196","서울특별시 서대문구 성산로17길 5 (연희동)","대표번호1 지역번호 추가20170118150453","구의역4번출구잠실대교방향300m","광혜약국","02-362-6250","1900","1900","1900","1900","1900","1400","2500","1700","0900","0900","0900","0900","0900","0900","2200","1000","037","26","126.93140552035698","37.56299859193208","2021-08-20 17:21:45.0"
"C1108383","서울특별시 종로구 삼봉로 44 1층 (청진동)","대표번호1 지역번호 추가20170118150453","구의역4번출구잠실대교방향300m","광화문123약국","02-723-0124","2200","2200","2200","2200","2200","1900","2500","1700","0900","0900","0900","0900","0900","1000","2200","1000","031","56","126.97967398890869","37.57239073298204","2021-08-20 17:21:45.0"
"C1109046","서울특별시 종로구 새문안로5길 37 도렴빌딩 지하1층 38호41호 (도렴동)","대표번호1 지역번호 추가20170118150453","구의역4번출구잠실대교방향300m","광화문약국","02-2088-3345","1930","1930","1930","1930","1930","1400","2500","1700","0930","0930","0930","0930","0930","0930","2200","1000","031","73","126.974213175414","37.5736488068784","2021-08-20 17:21:45.0"
"C1107770","서울특별시 종로구 세종대로 159 4층 (세종로)","대표번호1 지역번호 추가20170118150453","광화문역7번출구","광화문윤약국","02-720-1717","1900","1900","1900","1900","1900","1400","2500","1700","0900","0900","0900","0900","0900","0930","2200","1000","031","83","126.9763419751","37.5706061418","2021-08-20 17:21:45.0"
"C1103919","서울특별시 중구 퇴계로 322 정미식품 (광희동2가)","대표번호1 지역번호 추가20170118150453","동대문문화역사공원4번출구남쪽횡단보도앞","광희약국","02-2273-5555","2130","2130","2130","2130","2130","2130","2130","1700","0900","0900","0900","0900","0900","0900","1700","1000","046","14","127.0074525246429","37.564021215167145","2021-08-20 17:21:45.0"
"C1107873","서울특별시 관악구 남부순환로 1827","대표번호1 지역번호 추가20170118150453","서울대입구역 8번 출구","교보약국","02-878-7582","2200","2200","2200","2200","2200","1800","1830","1830","0930","0930","0930","0930","0930","0930","0930","0930","087","38","126.9534141425","37.4813424511","2021-08-20 17:21:45.0"
"C1108941","서울특별시 종로구 대학로5길 35 101호 201호 (연건동)","대표번호1 지역번호 추가20170118150453","서울대입구역 8번 출구","교회옆약국","02-763-7639","1830","1830","1830","1830","1830","1330","1830","1830","0830","0830","0830","0830","0830","0830","0930","0930","030","82","127.000667819952","37.5790079432642","2021-08-20 17:21:45.0"
"C1109126","서울특별시 구로구 도림천로 477 구로디지털단지역 지상1층 001호 (구로동)","대표번호1 지역번호 추가20170118150453","서울대입구역 8번 출구","구로2호선약국","070-7672-0012","2300","2300","2300","2300","2300","2300","2300","2300","0700","0700","0700","0700","0700","0800","0800","0800","083","91","126.901494378412","37.4853149237865","2021-08-20 17:21:45.0"
"C1101910","서울특별시 구로구 서해안로 2338 (오류동)","대표번호1 지역번호 추가20170118150453","오류동역2번출구","구로미소약국","02-2615-0766","2100","2100","2100","2100","2100","1600","2300","2300","0900","0900","0900","0900","0900","0900","0800","0800","083","41","126.8441534819","37.4934809262","2021-08-20 17:21:45.0"
"C1108048","서울특별시 구로구 경인로 433 (고척동)","대표번호1 지역번호 추가20170118150453","오류동역2번출구","구로솔약국","02-2689-5550","1930","1930","1930","1930","1930","1500","2300","2300","0830","0830","0830","0830","0830","0830","0800","0800","082","23","126.8670071803","37.4996933689","2021-08-20 17:21:45.0"
"C1101912","서울특별시 구로구 구로동로26길 37 (구로동)","대표번호1 지역번호 추가20170118150453","구로시장내구로시설관리공단근처","구로시장약국","02-854-1385","2000","2000","2000","2000","2000","1800","2300","2300","0900","0900","0900","0900","0900","0900","0800","0800","083","11","126.8862149623","37.4902672799","2021-08-20 17:21:45.0"
"C1103918","서울특별시 구로구 구로동로 147 MEDI FLOWER 147 1층 (구로동)","대표번호1 지역번호 추가20170118150453","고대구로병원 정문 앞","구로약국","02-865-1122","1830","1830","1830","1830","1830","1400","2300","2300","0830","0830","0830","0830","0830","0830","0800","0800","083","09","126.88356055123265","37.49169190492749","2021-08-20 17:21:45.0"
"C1108954","서울특별시 구로구 구로중앙로 152 NC백화점 지하1층 (구로동)","대표번호1 지역번호 추가20170118150453","고대구로병원 정문 앞","구로엔씨온누리약국","02-6923-2111","2100","2100","2100","2100","2200","2200","2200","2300","1030","1030","1030","1030","1030","1030","1030","0800","082","92","126.882773011925","37.5011601442131","2021-08-20 17:21:45.0"
"C1102132","서울특별시 구로구 경인로 193  (오류동)","대표번호1 지역번호 추가20170118150453","오류동역버스정류장근처경서농협","구로종로약국","02-2688-0155","2200","2200","2200","2200","2200","2200","2100","2100","0900","0900","0900","0900","0900","0900","1100","1100","082","69","126.84258367533705","37.49576019223067","2021-08-20 17:21:45.0"
"C1108658","서울특별시 구로구 구로동로 78 시몬빌딩 1층 (구로동)","대표번호1 지역번호 추가20170118150453","오류동역버스정류장근처경서농협","구로참조은약국","02-6956-2627","2000","2000","2000","2000","2000","1600","1300","2100","0900","0900","0900","0900","0900","0900","0900","1100","083","20","126.885855021118","37.4858241548644","2021-08-20 17:21:45.0"
"C1102008","서울특별시 구로구 개봉로 30 (개봉동 로얄타워)","대표번호1 지역번호 추가20170118150453","오류동역버스정류장근처경서농협","구로프라자온누리약국","0226136044","2100","2100","2100","2100","2100","2100","2100","2100","0900","0900","0900","0900","0900","0900","0900","1000","083","33","126.8564525676","37.4884724969","2021-08-20 17:21:45.0"
"C1102010","서울특별시 서초구 논현로31길 41 1층 (양재동)","대표번호1 지역번호 추가20170118150453","현대캐피탈뒷골목","구룡수약국","02-576-9772","2100","2100","2100","2100","2100","2000","2100","2100","0900","0900","0900","0900","0900","0900","0900","1000","067","45","127.04126265293506","37.48081462931841","2021-08-20 17:21:45.0"
"C1103184","서울특별시 양천구 목동서로 340 상가비동 129호 (신정동 목동신시가지아파트9단지)","대표번호1 지역번호 추가20170118150453","B상가","구룡약국","02-2648-1460","1900","1900","1900","1900","1900","1600","1330","1330","0900","0900","0900","0900","0900","0900","0930","0930","080","89","126.86065038494476","37.518682314985874","2021-08-20 17:21:45.0"
"C1109088","서울특별시 강남구 논현로171길 11 1층 (신사동)","대표번호1 지역번호 추가20170118150453","B상가","구름약국","02-516-0954","2000","2000","2000","2000","2000","1700","1330","1330","1000","1000","1000","1000","1000","1000","0930","0930","060","30","127.027406738852","37.5254601578759","2021-08-20 17:21:45.0"
"C1103950","서울특별시 노원구 섬밭로 152 공릉아파트2단지상가 1층 101호 (공릉동)","대표번호1 지역번호 추가20170118150453","B상가","구름약국","02-979-3007","1840","1840","1840","1840","1840","1500","1330","1330","0900","0900","0900","0900","0900","0900","0930","0930","018","51","127.06828892949999","37.6299388159","2021-08-20 17:21:45.0"
"C1102012","서울특별시 구로구 남부순환로105길 52 (가리봉동)","대표번호1 지역번호 추가20170118150453","디지털단지오거리","구림약국","02-856-0619","2100","2100","2100","2100","2100","2100","1330","2100","0830","0830","0830","0830","0830","0830","0930","0830","083","87","126.88985343883593","37.47967127015544","2021-08-20 17:21:45.0"
"C1103426","서울특별시 관악구 봉천로 216 (신림동)","대표번호1 지역번호 추가20170118150453","롯데백화점관악점건너편","구명약국","02-797-3931","2100","2100","2100","2100","2100","2100","1330","2100","0930","0930","0930","0930","0930","0930","0930","0930","087","07","126.92549326320655","37.489682283569465","2021-08-20 17:21:45.0"
"C1102787","서울특별시 영등포구 양산로 154 (당산동1가)","대표번호1 지역번호 추가20170118150453","롯데백화점관악점건너편","구민약국","02-2633-4671","2000","2000","2000","2000","2000","1700","1330","2100","0800","0800","0800","0800","0800","0800","0930","0930","072","67","126.89722742986406","37.52733027193788","2021-08-20 17:21:45.0"
"C1104585","서울특별시 서초구 서초대로 341","대표번호1 지역번호 추가20170118150453","교대역 4번 출구 서흥빌딩","교대사랑약국","02-3477-0312","2200","2200","2200","2200","2200","2130","2130","2130","0830","0830","0830","0830","0830","0830","0830","0830","066","07","127.01871910374417","37.49549408946888","2021-06-20 17:21:44.0"
"C1101902","서울특별시 중랑구 공릉로2길 7 구산빌딩 (묵동)","대표번호1 지역번호 추가20170118150453","먹골역1번출구20m","구산약국","02-974-4925","2130","2130","2130","2130","2130","2130","1330","2100","0930","0930","0930","0930","0930","0930","0930","0930","020","34","127.07841059264541","37.6122263176252","2021-08-20 17:21:45.0"
"C1104711","서울특별시 은평구 서오릉로 217-5 (구산동)","대표번호1 지역번호 추가20170118150453","먹골역1번출구20m","구산이화약국","02-353-1218","1600","1600","1600","1600","1600","2130","1330","2100","0900","0900","0900","0900","0900","0930","0930","0930","034","26","126.9092043005","37.6142716945","2021-08-20 17:21:45.0"
"C1102779","서울특별시 은평구 응암로12길 4 (응암동)","대표번호1 지역번호 추가20170118150453","대림시장근처모닝글로리옆","구세약국","02-372-2705","1900","1900","1900","1900","1900","1600","1330","2100","0900","0900","0900","0900","0900","0900","0930","0930","034","78","126.917144444444446","37.588038888888889","2021-08-20 17:21:45.0"
"C1108559","서울특별시 서초구 서초중앙로 113 영한빌딩 1층 (서초동)","대표번호1 지역번호 추가20170118150453","대림시장근처모닝글로리옆","구슬약국","02-585-6991","2100","2100","2100","2100","2100","2000","2000","2000","0900","0900","0900","0900","0900","1000","1300","1300","066","44","127.01374116126203","37.49187100741024","2021-08-20 17:21:45.0"
